score,rule_name,role,rule_family,ingredient_labels,ingredient_specificity,context_labels,predicates,good_hits,bad_hits,cleaned_hits,manual_hits,good_support,bad_support,cleaned_support,manual_support,precision_vs_bad_support,lift_good_vs_bad,bad_support_note,generality_score,non_triviality_score,diversity_bonus,generation_hint,orthogonality,candidate_features,nearest_old_rule_by_token,max_old_token_jaccard,nearest_old_rule_by_coverage,max_old_coverage_jaccard,write_to_rule_cache,review_note,production_tier_v7,production_family_v7,context_blueprint_v7,blueprint_signature_v7,original_v5_score,production_bonus_v7
0.4207730809943655,port_count_proxy>=18 AND motif:relhist:E4_T0_X1_C2 AND stroke_count<=7,exploratory_grammar_rule_review_only,two_strict_ingredients_plus_quality,relation_motif+semantic_topology,0.6799999999999999,stroke_count,"[{'name': 'port_count_proxy>=18', 'feature': 'port_count_proxy', 'op': '>=', 'value': 18.0, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'stroke_count<=7', 'feature': 'stroke_count', 'op': '<=', 'value': 7.0, 'kind': 'quality_context'}]",36,47,0,0,0.06642066420664207,0.01187168476888103,0.0,0.0,0.43373493975903615,5.594880668148157,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6643680811808118,0.7495999999999998,1.0,"production_blueprint: RELATION_HIST_MOTIF(E/T/X/C bins, typed_ports); constraints: instantiate topology first, then geometry projection",1.0,"['motif:relhist:E4_T0_X1_C2', 'port_count_proxy', 'stroke_count']",,0.0,,0.0,False,"V7: exploratory only; keep for PCG exploration, not rule-cache promotion.",exploratory_precise,RELATION_HIST_MOTIF,stroke_capacity,RELATION_HIST_MOTIF|relation_motif+semantic_topology|stroke_capacity,0.4707730809943655,-0.05
0.41383373872227225,port_count_proxy>=18 AND motif:relhist:E4_T0_X1_C2 AND connected_components<=1,exploratory_grammar_rule_review_only,two_strict_ingredients_plus_quality,relation_motif+semantic_topology,0.6799999999999999,connectivity,"[{'name': 'port_count_proxy>=18', 'feature': 'port_count_proxy', 'op': '>=', 'value': 18.0, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'connected_components<=1', 'feature': 'connected_components', 'op': '<=', 'value': 1.0, 'kind': 'quality_context'}]",38,58,0,0,0.07011070110701106,0.014650164182874464,0.0,0.0,0.3958333333333333,4.785659494745359,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6675968634686347,0.7495999999999998,1.0,"production_blueprint: RELATION_HIST_MOTIF(E/T/X/C bins, typed_ports); constraints: instantiate topology first, then geometry projection",1.0,"['connected_components', 'motif:relhist:E4_T0_X1_C2', 'port_count_proxy']",,0.0,,0.0,False,"V7: exploratory only; keep for PCG exploration, not rule-cache promotion.",exploratory_precise,RELATION_HIST_MOTIF,connectivity,RELATION_HIST_MOTIF|relation_motif+semantic_topology|connectivity,0.46383373872227224,-0.05
0.41383373872227225,port_count_proxy>=18 AND motif:relhist:E4_T0_X1_C2 AND NOT_bad_floating_or_multicomponent,exploratory_grammar_rule_review_only,two_strict_ingredients_plus_bad_avoid,relation_motif+semantic_topology,0.6799999999999999,avoid_bad_failure,"[{'name': 'port_count_proxy>=18', 'feature': 'port_count_proxy', 'op': '>=', 'value': 18.0, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'NOT_bad_floating_or_multicomponent', 'feature': 'bad_subtype:bad_floating_or_multicomponent', 'op': 'not', 'value': True, 'kind': 'bad_avoid_context'}]",38,58,0,0,0.07011070110701106,0.014650164182874464,0.0,0.0,0.3958333333333333,4.785659494745359,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6675968634686347,0.7495999999999998,1.0,"production_blueprint: RELATION_HIST_MOTIF(E/T/X/C bins, typed_ports); constraints: instantiate topology first, then geometry projection",1.0,"['bad_subtype:bad_floating_or_multicomponent', 'motif:relhist:E4_T0_X1_C2', 'port_count_proxy']",,0.0,,0.0,False,"V7: exploratory only; keep for PCG exploration, not rule-cache promotion.",exploratory_precise,RELATION_HIST_MOTIF,bad_avoid,RELATION_HIST_MOTIF|relation_motif+semantic_topology|bad_avoid,0.46383373872227224,-0.05
0.41315513609048127,port_count_proxy>=18 AND motif:relhist:E4_T0_X1_C2 AND leaf_ratio<=0,exploratory_grammar_rule_review_only,two_strict_ingredients_plus_quality,relation_motif+semantic_topology,0.6799999999999999,leaf_ratio,"[{'name': 'port_count_proxy>=18', 'feature': 'port_count_proxy', 'op': '>=', 'value': 18.0, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'leaf_ratio<=0', 'feature': 'leaf_ratio', 'op': '<=', 'value': 0.0, 'kind': 'quality_context'}]",31,37,0,0,0.05719557195571956,0.009345794392523364,0.0,0.0,0.45588235294117646,6.1199256514299485,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6562961254612546,0.7495999999999998,1.0,"production_blueprint: RELATION_HIST_MOTIF(E/T/X/C bins, typed_ports); constraints: instantiate topology first, then geometry projection",0.9333333333333333,"['leaf_ratio', 'motif:relhist:E4_T0_X1_C2', 'port_count_proxy']",auto_pattern_003,0.06666666666666667,,0.0,False,"V7: exploratory only; keep for PCG exploration, not rule-cache promotion.",exploratory_precise,RELATION_HIST_MOTIF,leaf_ratio,RELATION_HIST_MOTIF|relation_motif+semantic_topology|leaf_ratio,0.46315513609048126,-0.05
0.40754727301113947,motif:proxy:nested_or_multi_cycle AND motif:relhist:E4_T0_X1_C2 AND connected_components<=1,exploratory_grammar_rule_review_only,two_strict_ingredients_plus_quality,nested_portal+relation_motif,0.89,connectivity,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'connected_components<=1', 'feature': 'connected_components', 'op': '<=', 'value': 1.0, 'kind': 'quality_context'}]",41,67,10,0,0.07564575645756458,0.016923465521596362,0.027472527472527472,0.0,0.37962962962962965,4.469873672809975,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.672440036900369,0.7957999999999998,0.6666666666666666,"production_blueprint: NESTED_PORTAL(core, shell_layers); constraints: cycle_context + length_gate + avoid_low_context_cycle",1.0,"['connected_components', 'motif:proxy:nested_or_multi_cycle', 'motif:relhist:E4_T0_X1_C2']",,0.0,,0.0,False,"V7: exploratory only; keep for PCG exploration, not rule-cache promotion.",exploratory_precise,NESTED_PORTAL,connectivity,NESTED_PORTAL|nested_portal+relation_motif|connectivity,0.45754727301113945,-0.05
0.40754727301113947,motif:proxy:nested_or_multi_cycle AND motif:relhist:E4_T0_X1_C2 AND NOT_bad_floating_or_multicomponent,exploratory_grammar_rule_review_only,two_strict_ingredients_plus_bad_avoid,nested_portal+relation_motif,0.89,avoid_bad_failure,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'NOT_bad_floating_or_multicomponent', 'feature': 'bad_subtype:bad_floating_or_multicomponent', 'op': 'not', 'value': True, 'kind': 'bad_avoid_context'}]",41,67,10,0,0.07564575645756458,0.016923465521596362,0.027472527472527472,0.0,0.37962962962962965,4.469873672809975,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.672440036900369,0.7957999999999998,0.6666666666666666,"production_blueprint: NESTED_PORTAL(core, shell_layers); constraints: cycle_context + length_gate + avoid_low_context_cycle",1.0,"['bad_subtype:bad_floating_or_multicomponent', 'motif:proxy:nested_or_multi_cycle', 'motif:relhist:E4_T0_X1_C2']",,0.0,,0.0,False,"V7: exploratory only; keep for PCG exploration, not rule-cache promotion.",exploratory_precise,NESTED_PORTAL,bad_avoid,NESTED_PORTAL|nested_portal+relation_motif|bad_avoid,0.45754727301113945,-0.05
0.4064697536631871,motif:role:maxD4_B4_portb4 AND X_count>=1 AND stroke_count<=6,exploratory_grammar_rule_review_only,specific_ingredient_plus_structural_context_plus_quality,role_port_motif,0.78,cross_context+stroke_count,"[{'name': 'motif:role:maxD4_B4_portb4', 'feature': 'motif:role:maxD4_B4_portb4', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'X_count>=1', 'feature': 'X_count', 'op': '>=', 'value': 1.0, 'kind': 'structural_context'}, {'name': 'stroke_count<=6', 'feature': 'stroke_count', 'op': '<=', 'value': 6.0, 'kind': 'quality_context'}]",39,46,15,0,0.07195571955719557,0.011619095731245263,0.04120879120879121,0.0,0.4588235294117647,6.1928841993110595,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6692112546125462,0.6015999999999999,1.0,"production_blueprint: DISCOVERED_TOPOLOGY_MOTIF(typed_ports, structural_context); constraints: review visually before rule-cache promotion",1.0,"['X_count', 'motif:role:maxD4_B4_portb4', 'stroke_count']",,0.0,,0.0,False,"V7: exploratory only; keep for PCG exploration, not rule-cache promotion.",exploratory_precise,DISCOVERED_TOPOLOGY_MOTIF,cross_context+stroke_capacity,DISCOVERED_TOPOLOGY_MOTIF|role_port_motif|cross_context+stroke_capacity,0.4564697536631871,-0.05
0.40536748959559016,motif:capacity:Sb1_CC1_C2 AND motif:relhist:E4_T0_X1_C2 AND stroke_count<=7,exploratory_grammar_rule_review_only,two_strict_ingredients_plus_quality,relation_motif+semantic_topology,0.6799999999999999,stroke_count,"[{'name': 'motif:capacity:Sb1_CC1_C2', 'feature': 'motif:capacity:Sb1_CC1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'stroke_count<=7', 'feature': 'stroke_count', 'op': '<=', 'value': 7.0, 'kind': 'quality_context'}]",37,52,7,0,0.06826568265682657,0.013134629957059864,0.019230769230769232,0.0,0.4157303370786517,5.197381173479699,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6659824723247233,0.7495999999999998,0.6666666666666666,"production_blueprint: RELATION_HIST_MOTIF(E/T/X/C bins, typed_ports); constraints: instantiate topology first, then geometry projection",1.0,"['motif:capacity:Sb1_CC1_C2', 'motif:relhist:E4_T0_X1_C2', 'stroke_count']",,0.0,,0.0,False,"V7: exploratory only; keep for PCG exploration, not rule-cache promotion.",exploratory_precise,RELATION_HIST_MOTIF,stroke_capacity,RELATION_HIST_MOTIF|relation_motif+semantic_topology|stroke_capacity,0.45536748959559015,-0.05
0.40536748959559016,motif:capacity:Sb1_CC1_C2 AND motif:relhist:E4_T0_X1_C2 AND connected_components>=1,exploratory_grammar_rule_review_only,two_strict_ingredients_plus_quality,relation_motif+semantic_topology,0.6799999999999999,connectivity,"[{'name': 'motif:capacity:Sb1_CC1_C2', 'feature': 'motif:capacity:Sb1_CC1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'connected_components>=1', 'feature': 'connected_components', 'op': '>=', 'value': 1.0, 'kind': 'quality_context'}]",37,52,7,0,0.06826568265682657,0.013134629957059864,0.019230769230769232,0.0,0.4157303370786517,5.197381173479699,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6659824723247233,0.7495999999999998,0.6666666666666666,"production_blueprint: RELATION_HIST_MOTIF(E/T/X/C bins, typed_ports); constraints: instantiate topology first, then geometry projection",1.0,"['connected_components', 'motif:capacity:Sb1_CC1_C2', 'motif:relhist:E4_T0_X1_C2']",,0.0,,0.0,False,"V7: exploratory only; keep for PCG exploration, not rule-cache promotion.",exploratory_precise,RELATION_HIST_MOTIF,connectivity,RELATION_HIST_MOTIF|relation_motif+semantic_topology|connectivity,0.45536748959559015,-0.05
0.40536748959559016,motif:capacity:Sb1_CC1_C2 AND motif:relhist:E4_T0_X1_C2 AND NOT_bad_floating_or_multicomponent,exploratory_grammar_rule_review_only,two_strict_ingredients_plus_bad_avoid,relation_motif+semantic_topology,0.6799999999999999,avoid_bad_failure,"[{'name': 'motif:capacity:Sb1_CC1_C2', 'feature': 'motif:capacity:Sb1_CC1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'NOT_bad_floating_or_multicomponent', 'feature': 'bad_subtype:bad_floating_or_multicomponent', 'op': 'not', 'value': True, 'kind': 'bad_avoid_context'}]",37,52,7,0,0.06826568265682657,0.013134629957059864,0.019230769230769232,0.0,0.4157303370786517,5.197381173479699,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6659824723247233,0.7495999999999998,0.6666666666666666,"production_blueprint: RELATION_HIST_MOTIF(E/T/X/C bins, typed_ports); constraints: instantiate topology first, then geometry projection",1.0,"['bad_subtype:bad_floating_or_multicomponent', 'motif:capacity:Sb1_CC1_C2', 'motif:relhist:E4_T0_X1_C2']",,0.0,,0.0,False,"V7: exploratory only; keep for PCG exploration, not rule-cache promotion.",exploratory_precise,RELATION_HIST_MOTIF,bad_avoid,RELATION_HIST_MOTIF|relation_motif+semantic_topology|bad_avoid,0.45536748959559015,-0.05
